Year_Month,USAGE_GB,Billing_Account_Id,Churn_Flag,Churn_Sub_Category
202412,456,100005526962,CORE CHURN,CMP
202504,37,100008659270,EARLY CHURN,CMP
202503,1,100008592358,EARLY CHURN,OCR
202412,575,100007261226,CORE CHURN,OCR
202503,49,100008457857,EARLY CHURN,CMP
202505,409,100008476551,CORE CHURN,CMP
202502,8,100008805305,EARLY CHURN,OCR
202501,26,1543600642,EARLY CHURN,OCR
202412,605,100008416720,EARLY CHURN,OCR
202503,424,100008381787,EARLY CHURN,CMP
202504,22,100008716395,EARLY CHURN,CMP
202505,29,100009104273,EARLY CHURN,OCR
202412,9,100006263153,CORE CHURN,CMP
202503,412,100006151945,CORE CHURN,CMP
202505,444,100008480848,CORE CHURN,CMP
202503,641,100008330561,EARLY CHURN,CMP
202503,501,100006673374,CORE CHURN,CMP
202503,0,100008577884,EARLY CHURN,CMP
202412,2,100008145349,EARLY CHURN,CMP
202504,0,100008992060,EARLY CHURN,OCR
202501,0,100007552257,CORE CHURN,OCR
202502,18,100005329822,CORE CHURN,CMP
202505,544,100005898186,CORE CHURN,OCR
202504,0,100008662042,EARLY CHURN,OCR
202504,50,100008673526,EARLY CHURN,CMP
202503,480,100008486653,EARLY CHURN,CMP
202502,32,100003031455,CORE CHURN,CMP
202504,0,100006097592,CORE CHURN,OCR
202501,588,100004205093,CORE CHURN,CMP
202412,0,100007267956,CORE CHURN,CMP
202501,592,100007751897,CORE CHURN,CMP
202501,517,100007299323,CORE CHURN,CMP
202502,586,100007895031,CORE CHURN,CMP
202503,0,100007578644,CORE CHURN,CMP
202503,4,100008555215,EARLY CHURN,CMP
202503,481,100001280482,CORE CHURN,OCR
202505,36,100008793082,EARLY CHURN,OCR
202504,0,2102111531,EARLY CHURN,OCR
202501,608,100005062576,CORE CHURN,OCR
202504,563,100008006916,CORE CHURN,CMP
202505,408,100004043915,CORE CHURN,CMP
202505,645,100008617994,EARLY CHURN,OCR
202505,16,100000186605,EARLY CHURN,CMP
202412,644,100004859018,CORE CHURN,CMP
202502,631,100008156470,EARLY CHURN,CMP
202503,1,100000284260,EARLY CHURN,CMP
202503,529,100002029374,CORE CHURN,OCR
202504,49,100008656741,EARLY CHURN,CMP
202502,581,100006743571,CORE CHURN,OCR
202503,429,100007808597,CORE CHURN,CMP
202501,456,100003456201,CORE CHURN,CMP
202502,497,100006627926,CORE CHURN,CMP
202505,572,100008982260,EARLY CHURN,OCR
202504,25,100008417565,EARLY CHURN,CMP
202503,523,1442525500,CORE CHURN,CMP
202503,18,100008449467,EARLY CHURN,OCR
202505,537,100007359910,CORE CHURN,CMP
202502,542,100007283307,CORE CHURN,OCR
202503,467,100006526479,CORE CHURN,CMP
202505,48,100008111223,CORE CHURN,CMP
202503,456,100007975492,CORE CHURN,CMP
202504,542,100001273647,CORE CHURN,OCR
202505,0,2106817220,CORE CHURN,OCR
202505,665,100007298415,CORE CHURN,OCR
202503,432,100006410528,CORE CHURN,CMP
202505,49,100008772958,EARLY CHURN,CMP
202505,546,100008183028,EARLY CHURN,CMP
202504,0,1426308456,EARLY CHURN,OCR
202505,25,100008566324,EARLY CHURN,CMP
202412,0,100007539379,CORE CHURN,OCR
202504,475,100002656571,CORE CHURN,OCR
202503,19,100008664446,EARLY CHURN,OCR
202505,34,100006517875,CORE CHURN,OCR
202505,24,100008709310,EARLY CHURN,CMP
202502,478,100007805871,CORE CHURN,CMP
202412,498,100006116424,CORE CHURN,CMP
202504,22,100005753757,CORE CHURN,CMP
202503,20,100008539556,EARLY CHURN,CMP
202504,615,100008792664,EARLY CHURN,OCR
202504,0,100008645209,EARLY CHURN,CMP
202502,536,100007925013,CORE CHURN,CMP
202504,18,100008353059,CORE CHURN,CMP
202505,693,1556760157,CORE CHURN,OCR
202502,404,100004681825,EARLY CHURN,CMP
202412,541,100007896216,CORE CHURN,CMP
202505,558,100008601008,EARLY CHURN,CMP
202502,0,100008828664,EARLY CHURN,OCR
202503,405,2104112691,CORE CHURN,CMP
202503,663,100008826840,EARLY CHURN,OCR
202505,0,100008258702,CORE CHURN,CMP
202504,467,100007810649,CORE CHURN,CMP
202505,16,100008585474,EARLY CHURN,CMP
202503,12,100008432707,EARLY CHURN,CMP
202504,42,100008494278,EARLY CHURN,CMP
202504,506,100008376998,EARLY CHURN,CMP
202503,525,100005488539,CORE CHURN,CMP
202502,643,100007690041,CORE CHURN,CMP
202504,3,100008607284,EARLY CHURN,CMP
202505,0,100003125790,CORE CHURN,OCR
202504,658,100008383465,EARLY CHURN,OCR
202503,46,100008544409,EARLY CHURN,CMP
202502,663,100008362940,EARLY CHURN,CMP
202505,670,100008681598,EARLY CHURN,CMP
202502,32,100004774110,CORE CHURN,CMP
202505,6,100008755417,EARLY CHURN,OCR
202505,541,100002463972,CORE CHURN,CMP
202504,670,1425115779,CORE CHURN,OCR
202502,21,1212723263,CORE CHURN,OCR
202502,0,100006477237,CORE CHURN,CMP
202503,472,100007938893,CORE CHURN,CMP
202504,46,100008552505,EARLY CHURN,CMP
202501,685,100005655701,CORE CHURN,OCR
202504,433,100003346450,CORE CHURN,OCR
202412,18,100008400696,EARLY CHURN,OCR
202501,39,1685692511,CORE CHURN,OCR
202412,30,100008244509,EARLY CHURN,CMP
202505,41,100008802670,EARLY CHURN,CMP
202501,542,100004325424,CORE CHURN,CMP
202502,30,100007767039,CORE CHURN,OCR
202502,7,100006545821,CORE CHURN,OCR
202503,421,100002035695,CORE CHURN,CMP
202504,31,100008676158,EARLY CHURN,CMP
202505,0,100008806383,EARLY CHURN,CMP
202501,579,100007671731,CORE CHURN,CMP
202502,18,100006140420,CORE CHURN,OCR
202505,568,100008286688,CORE CHURN,CMP
202505,551,100008418685,CORE CHURN,CMP
202412,8,100003756306,EARLY CHURN,CMP
202503,424,100005672609,CORE CHURN,CMP
202502,583,100007511877,CORE CHURN,CMP
202501,15,100003985901,CORE CHURN,CMP
202504,505,100007344630,CORE CHURN,CMP
202503,488,100005300218,CORE CHURN,OCR
202504,0,100008492597,EARLY CHURN,CMP
202503,619,100007106118,CORE CHURN,CMP
202504,608,100008511820,EARLY CHURN,CMP
202412,19,100006628288,CORE CHURN,OCR
202412,1,100006593854,CORE CHURN,OCR
202504,423,100008278322,CORE CHURN,CMP
202505,501,100007317866,CORE CHURN,OCR
202412,692,100007419235,CORE CHURN,CMP
202503,494,100004136130,EARLY CHURN,CMP
202412,638,100003737485,CORE CHURN,CMP
202505,16,100005339170,CORE CHURN,CMP
202504,0,100008655655,EARLY CHURN,CMP
202505,559,100006053108,CORE CHURN,OCR
202502,530,100008561961,EARLY CHURN,OCR
202502,488,100008336204,EARLY CHURN,CMP
202505,426,100006700267,EARLY CHURN,CMP
202504,22,1426812841,EARLY CHURN,CMP
202503,14,100007220169,CORE CHURN,OCR
202504,33,100008470175,EARLY CHURN,CMP
202504,422,100006876977,CORE CHURN,OCR
202412,0,100005403856,CORE CHURN,CMP
202505,524,100007791503,CORE CHURN,CMP
202504,0,100008609379,EARLY CHURN,CMP
202505,26,100008731064,EARLY CHURN,CMP
202504,573,100006500764,EARLY CHURN,OCR
202502,2,100008826183,EARLY CHURN,OCR
202502,561,2107141901,CORE CHURN,CMP
202505,48,2106575750,CORE CHURN,CMP
202504,553,100006626301,CORE CHURN,CMP
202502,670,100004786183,CORE CHURN,CMP
202502,401,100000048208,CORE CHURN,OCR
202505,6,100008171989,EARLY CHURN,CMP
202504,42,100007765633,CORE CHURN,CMP
202505,545,100008554823,EARLY CHURN,CMP
202502,33,100008271337,EARLY CHURN,CMP
202505,559,100008959212,EARLY CHURN,OCR
202504,588,100008950229,EARLY CHURN,OCR
202505,0,1427287929,CORE CHURN,OCR
202503,463,100008517813,EARLY CHURN,OCR
202503,43,1427315558,CORE CHURN,OCR
202412,522,100006193218,CORE CHURN,CMP
202505,37,100008698766,EARLY CHURN,CMP
202504,48,100008689997,EARLY CHURN,CMP
202502,521,100008200729,EARLY CHURN,CMP
202505,587,1426276523,CORE CHURN,OCR
202504,10,100008307361,CORE CHURN,CMP
202504,623,100003311178,CORE CHURN,OCR
